Mn,Fe,Co,Ni,Cu,E_f(eV/atom),Eads,dCenter,WorkFunc,X,Y,Z,Δq_K
10,1,42,5,2,0.18563514,-1.3161158720641322,-4.595830356741402,5.245323115129772,2138.86586786279,2673.9594346279005,2.641606188403095,-0.8846398338967251
10,14,3,12,21,-0.144782318,-1.3643495914692414,-4.330235895239602,5.317570829829123,2509.2589906098583,2492.853448400417,1.8612593670523083,-0.8841561907282792
10,14,3,17,16,-0.132537981,-1.348792219764503,-4.363071126833227,5.268122773134338,2417.1510547301987,2354.57543969603,1.927766524872974,-0.8846365786686209
10,15,12,2,21,-0.01042258,-1.348263761478598,-4.415913149118676,5.353784294468387,2460.1031149190285,2399.3576431809493,1.845330754834727,-0.8829215018584091
10,15,14,11,10,0.044287606,-1.3172551810637805,-4.45256665454819,5.319377830538042,2550.15739174384,2407.840837954055,1.8878944083688904,-0.8839628417213418
10,15,18,12,5,0.108751015,-1.297758112886125,-4.533494801083058,5.313031695603017,2685.220625648967,2446.7653867055724,1.8933636479300635,-0.8838066338676933
10,15,25,3,7,0.194873128,-1.2959803347596894,-4.556812942363848,5.327702454107689,2859.82435140419,2614.726542693315,1.924830637673204,-0.8824094419485767
10,1,5,31,13,-0.3253441,-1.3290225084789231,-4.242813823603979,5.179931607351671,1855.2025558094963,1882.726508061802,2.229204597156638,-0.8894636429134809
10,15,3,27,5,-0.086725797,-1.3155084068370837,-4.404216849584672,5.250018166618742,2437.147286609776,2401.5506126137107,1.979784540453532,-0.886406118692294
10,15,4,8,23,-0.119691987,-1.3552823389139752,-4.3470135358054,5.3224497372591255,2631.7372500955576,2568.771130112951,1.855904252412452,-0.883862243283105
10,15,8,24,3,-0.016427053,-1.3063534821689424,-4.460871613057324,5.255219001861803,2537.806645645934,2455.73075470648,1.9431763521026943,-0.8852862854683091
10,15,8,25,2,-0.014067535,-1.3003622634234897,-4.495929223514323,5.269887057302388,2488.8663526421747,2425.480512308708,1.947828396533508,-0.8856276122620794
10,16,10,17,7,0.016642551,-1.3110728256503024,-4.462383125489309,5.289612263832168,2575.527143063249,2439.5772650931194,1.9381151768483769,-0.8846861359447834
10,16,11,22,1,0.045501564,-1.291000374300927,-4.528792178838576,5.273253892948321,2584.7447032303007,2517.9712118444463,1.94615302184748,-0.8857460877086748
10,16,12,16,6,0.045227348,-1.303121326071757,-4.491404709700885,5.294414037993099,2605.2599147992296,2484.512179879096,1.9081505853756768,-0.8843862653203007
10,16,13,20,1,0.071482967,-1.293518854404207,-4.509841125969616,5.299611864792034,2633.6155045436312,2457.297885895435,1.8994152884159905,-0.8844298244258006
10,16,14,16,4,0.077142659,-1.2937130845249245,-4.520933970747955,5.301818255035685,2683.938443411977,2498.8743949555496,1.902573794838193,-0.8849031573354006
10,16,18,4,12,0.108205748,-1.3182848395335445,-4.483465260704159,5.33683577074511,2669.128282135779,2500.854624324227,1.8900770594341625,-0.8829249040656153
10,16,20,10,4,0.155042627,-1.2999367807678837,-4.559770687417915,5.305266016107987,2695.632551840471,2580.8192710875046,1.9548335421309413,-0.8836273802819625
10,16,2,12,20,-0.12085534,-1.343428786979742,-4.370893843887112,5.310135147744242,2667.348774452412,2638.722160874907,1.8753383812174609,-0.88419500081296
10,16,2,14,18,-0.115434342,-1.352483439157065,-4.37375441036146,5.281922389783662,2425.78872548358,2406.5343891883927,1.8836973623352085,-0.8842657805954945
10,16,2,30,2,-0.074434116,-1.311277677388857,-4.42710783181496,5.2562431624740364,2299.6658747728866,2397.8107110398364,2.0240387619022524,-0.8871012770792716
10,16,2,6,26,-0.136134544,-1.374331000430393,-4.355353000320252,5.346812443146304,2444.416517578141,2457.1688682143,1.823877608000786,-0.8835794964298235
10,16,4,19,11,-0.071484038,-1.3298603627286365,-4.400684516026908,5.288539470590724,2496.0138679021056,2457.9898179477614,1.9143890344991488,-0.8849363938438423
10,16,6,10,18,-0.063346997,-1.3381675173139609,-4.392722882377378,5.32116306424369,2497.966341101713,2437.781290105748,1.852336431396228,-0.8838753531291988
10,16,6,26,2,-0.022388084,-1.303016315635123,-4.4449197241905525,5.278281917702247,2492.80620135386,2440.292399829897,1.9273297506924785,-0.8859302201112633
10,16,8,13,13,-0.024633574,-1.3273043624555936,-4.416628682305954,5.30930751634041,2540.075427362803,2398.029642486473,1.8678668363794544,-0.8840673380336643
10,17,10,19,4,0.042187552,-1.3072930029695795,-4.478921657661863,5.292708438534503,2519.933660873162,2486.226179464724,1.902892630024396,-0.8847794343919544
10,17,10,2,21,-0.001096997,-1.358853836470579,-4.409440532521558,5.35815639353474,2428.6122050717127,2345.4182050779104,1.7929506899129175,-0.8828045208754081
10,17,12,13,8,0.057137197,-1.3091212792732252,-4.513607495672116,5.3037491909083325,2684.917445760543,2586.8143468975204,1.8878316531300936,-0.8834809772452514
10,17,12,14,7,0.060660161,-1.3092002339334996,-4.519373987007028,5.305426118040783,2518.9585261860925,2404.1138163493583,1.849661564647188,-0.8839917124570004
10,17,12,3,18,0.031997333,-1.3333724811004404,-4.452062404972634,5.353139496850315,2745.5884977064984,2542.854570087429,1.815986233594903,-0.882922041122455
10,17,13,1,19,0.042514676,-1.3376937975523753,-4.452734108815588,5.35042377782197,2700.455606288843,2467.934526444949,1.7976928525949325,-0.8825973094195975
10,17,14,9,10,0.07846321,-1.311033986535595,-4.511010353798491,5.315422419248231,2665.4949775529244,2499.583430039861,1.8987286985568752,-0.8838227709459597
10,17,15,10,8,0.096660117,-1.3040549549962477,-4.515420328576015,5.320346300832356,2756.755116649214,2508.3597233578625,1.863968323181645,-0.8836853727319759
10,17,16,1,16,0.089283295,-1.3230163157366597,-4.486772715024924,5.343437068218898,2778.05955240025,2531.298281921969,1.8734149582205384,-0.8825033196260712
10,17,16,3,14,0.094712753,-1.3243416854522974,-4.457474261836365,5.34259975706019,2668.3778758751746,2496.9373693163743,1.8599199784947889,-0.8826858764909994
10,17,17,14,2,0.138400272,-1.2900682422500211,-4.5725682725789145,5.291012570261599,2816.157637022384,2647.0201221315983,1.9641922093188464,-0.884732848358399
10,17,19,6,8,0.149160126,-1.2991033817510087,-4.5230045286629394,5.3284407842430825,2872.0763148885867,2641.439740109003,1.8699654513345327,-0.8829831720771805
10,17,19,9,5,0.156501853,-1.2976114362684124,-4.574054183355645,5.317028252537651,2766.7170359018737,2577.871194943966,1.8884280668746047,-0.8834524423989493
10,17,24,3,6,0.219052809,-1.3012203940133122,-4.595369181879882,5.314978234046444,2907.6341272607515,2620.453507358007,1.9600978056453928,-0.882260200492933
10,17,25,7,1,0.245523984,-1.287741895391652,-4.634758320561353,5.312122416528679,2972.0752424518328,2733.6624950022774,1.98099821398954,-0.8830416670483097
10,17,26,2,5,0.248309731,-1.2964660521959166,-4.62305906341515,5.313841607424347,2883.9251682293693,2689.7528183777613,1.9780688844981216,-0.8824528098944451
10,17,3,11,19,-0.088161993,-1.3468995383438394,-4.401949205606359,5.324545662263677,2486.7267025468423,2472.414321838514,1.824259050301564,-0.8837152387387124
10,17,3,2,28,-0.110111092,-1.3772838358923054,-4.361329082817261,5.374290507624368,2505.2419951498105,2557.021139009744,1.8066091989715536,-0.8832782595795249
10,17,3,24,6,-0.054061449,-1.306784275282329,-4.441297524864592,5.238847496608281,2601.07052189086,2594.570759914931,1.9955590106711367,-0.8873259770750382
10,17,5,21,7,-0.030482648,-1.324027796570316,-4.409705275881784,5.286369281889922,2441.740105672952,2394.5318284788736,1.9071798451791808,-0.8850019156016944
10,17,8,15,10,0.000725911,-1.3265578698557603,-4.446925006422208,5.3139195091097085,2424.6727975837694,2348.4232234562382,1.843704030136408,-0.8840726312775266
10,17,9,14,10,0.013358818,-1.3267925118167785,-4.454585865676198,5.311975502435231,2643.7709009814066,2467.405889496383,1.8483473272503024,-0.8835875462497909
10,18,1,25,6,-0.063107226,-1.330230070015923,-4.399317201036509,5.276324594600062,2433.16585497401,2499.145484601821,1.915294230400412,-0.8849593320134638
10,18,14,3,15,0.083447089,-1.322918758133438,-4.4824966635882735,5.345669251601529,2773.1007706087858,2533.041890573545,1.8163294015213736,-0.8826957428603345
10,18,14,9,9,0.098504134,-1.3102949759264673,-4.530223561939663,5.32243430889598,2697.483462881056,2529.26080866173,1.8378455430433365,-0.8833945956930889
10,1,8,15,26,-0.319144488,-1.3713779609240044,-4.204307061882136,5.278189889751195,1998.222643298332,1914.337076949703,2.048630285125204,-0.886253956870493
10,18,15,7,10,0.109059921,-1.3120808314278043,-4.511947764658716,5.332689768896418,2700.912992828491,2540.496608726247,1.823792371829863,-0.8830553081993066
10,1,8,19,22,-0.309044828,-1.3495815911492528,-4.225589708032358,5.263858431060938,2000.5987531402056,1900.5108066222265,2.0757345420436017,-0.8873480001624157
10,18,21,2,9,0.19005521,-1.3042792622181332,-4.570530743290777,5.329134815641265,2789.320970912014,2546.3176344908898,1.8984474538824023,-0.8823316870862644
10,18,2,21,9,-0.057623121,-1.328671294787149,-4.413673567836828,5.2788661288901615,2527.2818639314128,2526.247793761502,1.895273503211514,-0.8851184126755528
10,18,23,3,6,0.223821208,-1.2985466890891986,-4.593026988210668,5.323318410104394,2820.6096795702742,2640.218343478228,1.9561843649201545,-0.8823801503389906
10,1,8,24,17,-0.296277274,-1.341246871283483,-4.232416871229793,5.234707450990384,1915.8331605307544,1899.4546375886407,2.128471712572096,-0.8881202460657316
10,18,4,19,9,-0.031603654,-1.320251022360328,-4.428396597350128,5.283862696252187,2499.123616185156,2449.636294395181,1.8861222588314868,-0.8853246423562078
10,18,4,20,8,-0.029244777,-1.3194370453932107,-4.441894996461718,5.269456261385439,2718.1756330096746,2638.1733155845523,1.898356040936411,-0.884910972419708
10,18,4,7,21,-0.062104875,-1.35172649594164,-4.39681468465151,5.337296784986731,2521.6459135886507,2505.5448362515144,1.8188914911132743,-0.8834708694612964
10,19,17,4,10,0.152754441,-1.304699821816914,-4.538974043692157,5.3342923149443,2914.371850206039,2688.6822148626006,1.893745878976429,-0.8825731528429275
10,19,19,1,11,0.17634608,-1.3075851482691652,-4.533684457085191,5.339103537871697,2931.817477207826,2672.2620543075814,1.8300567641587813,-0.8820987544003921
10,19,2,16,13,-0.050391911,-1.3436695312747011,-4.432745098774041,5.289158457123611,2414.4536034028256,2437.2624271176305,1.8634493808474064,-0.8848107928827088
10,19,21,6,4,0.220573497,-1.301933429470031,-4.568991978443623,5.319232544296829,2959.261865781556,2737.195978298977,1.9397502582870487,-0.8827634036019635
10,19,22,5,4,0.23333213,-1.2918906358529014,-4.613253030131437,5.317256712179152,3016.896337713375,2720.11250134633,1.939091419540768,-0.8826551264284518
10,19,22,7,2,0.238795418,-1.2950099402221291,-4.590212714278788,5.3213404544531775,2933.7093953857707,2701.1190715337084,1.932705923189168,-0.8830265506605847
10,19,2,5,24,-0.077833229,-1.3696335728299271,-4.3497737841874855,5.3569893876016055,2659.1181306168105,2660.676794488912,1.8198811968037256,-0.8832922041512965
10,19,3,23,5,-0.016663819,-1.3155726464749324,-4.453719629522976,5.2666173656055015,2654.826183074039,2648.132930752004,1.9172282907539424,-0.8854498232008942
10,19,3,3,25,-0.067859551,-1.3651019567252032,-4.391966041159087,5.36163924965216,2518.3244879431904,2529.1547013493728,1.77332755307396,-0.8829857545608988
10,19,4,15,12,-0.021681967,-1.3321137130487666,-4.413129380686285,5.302388938497585,2640.6041508278,2572.408334040092,1.8825788547318687,-0.8841602608014592
10,19,5,10,16,-0.018889966,-1.3406779136396398,-4.42566254415191,5.321106515723297,2531.0678642984662,2473.7399731599803,1.82219455923111,-0.8838436385666383
10,19,5,14,12,-0.008554034,-1.332555866234486,-4.437891389372978,5.297364318216779,2613.503067815346,2535.145175655118,1.857887613583149,-0.8843443866605041
10,19,7,21,3,0.040741864,-1.3121651921925082,-4.466422669760709,5.297201167956432,2439.287564382867,2368.886078030078,1.8655702084957928,-0.8845505732008476
10,19,8,6,17,0.017184445,-1.3359917399907075,-4.444778940218692,5.339687312013081,2745.7230596577983,2555.013339002076,1.8206934575735787,-0.8829956722691449
10,20,13,10,7,0.125472736,-1.31529744987665,-4.557638714886133,5.318039970021322,2799.557184787912,2678.7429471316336,1.8465639930422144,-0.8826160830509555
10,20,13,2,15,0.105345222,-1.3298841184522416,-4.464182762098454,5.357419532811378,2680.0706355160223,2507.284510131123,1.789026048598385,-0.8823931611335053
10,20,14,6,10,0.131288758,-1.312377583181286,-4.504459054919865,5.338157774664646,2880.073957625182,2598.68833973708,1.815899168639701,-0.8826168867690757
10,20,15,3,12,0.139042243,-1.3160393998760411,-4.533679969662119,5.340128888666585,2719.805566481493,2514.9969096308173,1.8078671541077072,-0.8823459306111537
10,20,17,1,12,0.164893815,-1.3139825489114174,-4.536265933331384,5.342420594449656,2665.558184474046,2462.4469182065386,1.8380662007871384,-0.8819775006839987
10,20,20,2,8,0.214731216,-1.304658303902114,-4.553505093155257,5.336634345356859,2934.902808436593,2654.583757528085,1.906388432339823,-0.8820114880178593
10,20,2,24,4,-0.010087188,-1.3152307219645871,-4.489224708370912,5.265396592508471,2639.1275986986934,2724.6661472971523,1.896605977405556,-0.8854746080217157
10,20,5,12,13,0.006264826,-1.3324766302882995,-4.450256908491286,5.307029471350825,2655.4354457490654,2535.4450552407666,1.864230615655724,-0.8839689013240184
10,20,6,20,4,0.042335097,-1.3088896249335136,-4.511896836255416,5.276578967737088,2625.4661681658,2651.803240172709,1.8843593254580508,-0.8850661845159165
10,20,6,5,19,0.003601986,-1.347623327247624,-4.438541367480248,5.346956436999826,2538.2384497572134,2490.8111539656907,1.7622563654565753,-0.8827663496969419
10,20,8,17,5,0.065716043,-1.3029888694108525,-4.506646894258664,5.294851480284532,2722.030636376849,2564.34836399094,1.874180472705892,-0.8843715876468741
10,20,8,21,1,0.076323304,-1.299622026277907,-4.497406817984414,5.282025988101581,2780.048106452292,2651.591198898469,1.9011974938971008,-0.8847629533717981
10,2,1,10,37,-0.420888541,-1.427869519184335,-4.112366365158083,5.322413016112897,2181.793875344313,2205.698813028806,1.9645059570235752,-0.8860759787110725
10,21,15,10,4,0.177118255,-1.3030374870350605,-4.585128181453083,5.326325560044203,2805.712600283819,2686.349511209645,1.8450095408356049,-0.8828849880889235
10,2,11,8,29,-0.270412727,-1.3807940619877277,-4.22714526733798,5.345719306167024,2130.8812728398475,2069.2341021871266,1.9600582089003225,-0.8853796374242978
10,21,1,9,19,-0.043813789,-1.3555741808416004,-4.4253617419107885,5.32714418173351,2432.0753311491685,2444.7526311747647,1.8045019116935608,-0.8833906809410551
10,21,20,4,5,0.240001529,-1.3003482945536848,-4.602844550376045,5.33501508402707,2891.7739008101657,2677.444483373112,1.8832414430955908,-0.8824020972596952
10,2,12,11,25,-0.24678621,-1.3596992225766042,-4.236156823477258,5.313029282325018,2021.1147261382664,1924.0261030963568,1.979270664267292,-0.8858754427372182
10,21,3,22,4,0.020518012,-1.3104790470548544,-4.499444718183013,5.267740654275377,2759.3380009393363,2789.785462216515,1.897358447239878,-0.8852436647257987
10,2,18,15,15,-0.143642045,-1.3218229802483878,-4.336703832074058,5.284571005935039,2046.3568778871315,1992.940508818971,2.06279832758115,-0.8869113776745117
10,2,18,5,25,-0.169880478,-1.3630503641754657,-4.276693453693399,5.341304494618325,2000.6047796509336,1969.6338140624025,1.9902723123093005,-0.884687762129433
10,21,9,15,5,0.096311179,-1.3094878290059773,-4.500308450375464,5.311731024005587,2842.0986721583586,2682.9317047824115,1.8444267884833,-0.8842032222343257
10,22,11,14,3,0.145044021,-1.3018132823048338,-4.550003637637441,5.317092295303611,2939.9653499780484,2693.033503778944,1.8309414531753136,-0.8830582580409277
10,22,13,13,2,0.173493104,-1.3007159496557783,-4.5779584973327925,5.321069445217488,2773.081007777505,2585.443480648862,1.809374808085377,-0.8832546989760758
10,22,2,6,20,-0.016037405,-1.351780805506049,-4.450136149599799,5.340884533549977,2701.591316241004,2726.539918955097,1.7785344960713445,-0.8828174317090551
10,2,2,27,19,-0.362102618,-1.3593937063277708,-4.204927475942846,5.186625122825074,1862.945232664088,1869.469001061555,2.167669195514233,-0.8881590797610555
10,22,3,1,24,-0.013476792,-1.3692010289437742,-4.4525132829258585,5.371822693411786,2688.2431811362744,2686.90926042697,1.773097969613474,-0.8823099591739977
10,22,3,7,18,0.001775139,-1.3509299357524625,-4.472265530241334,5.3425733906356605,2560.2042047894784,2576.101654638018,1.7632123354256566,-0.8826069375347911
10,2,2,4,42,-0.420535033,-1.4486550034966954,-4.142158511077865,5.396152924595294,2013.8873401772264,2152.7183031089207,1.9218605349678497,-0.8853924928216081
